,id,name,genus,family,ecology,countries,threat_paragraph,conservation_paragraph,pop_trend,status,country_count,scientific_name
64,64,big white fish,Anabarilius,Cyprinidae,Freshwater,China (Yunnan); ,"
    Its decline in the lake is likely due to introduced fish species, decreasing water quality, the loss of macrophytes (in part due to grass carp), over-fishing and the loss of breeding sites lost due to siltation and blocked access.

    
  ","['\n    The lake is closed for fishing for five months every year and seven no-fishing protected bay areas were set up, providing feeding grounds for a part of the fish population in the lake.\n\n    \n  ']",Decreasing,"
    Endangered


    B1ab(ii,iii,v)+2ab(ii,iii,v)

    ",1,Anabarilius polylepis
65,65,nan,Anaecypris,Cyprinidae,Freshwater,Spain; ,"
    Alteration of habitat, reduced flow regime due to water extraction, and river regulation (dams), pollution and introduced species.

    
  ",['\n    It is listed in the Annexes II and IV of the European Union Habitats Directive and in Appendix III of the Bern Convention.\n\n    \n  '],Decreasing,"
    Endangered


    A2ace

    ",1,Anaecypris hispanica
66,66,nan,Liobagrus,Amblycipitidae,Freshwater,China (Yunnan); ,"
    An explosion in the human population around Lake Dianchi beginning in the 1950s has caused high levels of water pollution, from both industry and human settlement.  There was also extensive land reclamation at this time.

    
  ",['\n    In 1996 this species was assessed as EN B1 + 2c.\n\n    \n  '],Unknown,"
    Endangered


    B1ab(iii)+2ab(iii)

    ",1,Liobagrus nigricauda
67,67,jaliscan spiny pocket mouse,Heteromys,Heteromyidae,Terrestrial,Mexico (Jalisco); ,"
    The species is reported as having a small range that is subject to increasing habitat disruption (Nowak 1999). The pine-oak forest in this region is severely fragmented due to timber extraction.

    
  ",['\n    This species is protected under Mexican Law (NOM-059-ECOl-2001).\n\n    \n  '],Decreasing,"
    Endangered


    B1ab(iii)

    ",1,Heteromys spectabilis
68,68,"ornate ground snake, st lucia racer",Erythrolamprus,Dipsadidae,,Saint Lucia; ,,,,"
    Endangered


    D

    ",1,Erythrolamprus ornatus
69,69,"barbados racer, tan ground snake",Erythrolamprus,Dipsadidae,,Barbados; ,,,,"
    Endangered


    C2b

    ",1,Erythrolamprus perfuscus
70,70,lee county cave isopod,Lirceus,Asellidae,,United States; ,,,,"
    Endangered


    B1+2c

    ",1,Lirceus usdagalun
71,71,greenthighed frog,Litoria,Hylidae,Terrestrial; Freshwater,Australia; ,"
    Recently, the development of an extensive highway system and rapidly expanding coastal lowland development has increased threats to this species. Several populations have been directly affected by road construction and fragmentation by roads and housing is probably significantly restricting movements between populations.

    
  ","['\n    Protection of breeding sites in state forests, national parks and other conservation parks and reserves is in place. However, a management plan for the conservation of this species is needed.\n\n    \n  ']",Decreasing,"
    Endangered


    B2ab(iii,iv,v)

    ",1,Litoria brevipalmata
72,72,"saint lucia mullet, st lucia mullet",Liza,Mugilidae,,Mozambique; South Africa; ,,,,"
    Endangered


    B1+2ab+3a

    ",2,Liza luciae
73,73,rahms brushfurred rat,Lophuromys,Muridae,Terrestrial,"Congo, The Democratic Republic of the; Rwanda; Uganda; ","
    The major threats to this species are poorly known. It seems probable that habitat destruction by logging and burning is a threat to this species, particularly at lower elevations of its range.

    
  ","['\n    The species has been recorded from Bwindi National Park in Uganda. Further studies are needed into the distribution, abundance, reproduction and ecology of this species. Populations of this species should be monitored to record changes in abundance and distribution.\n\n    \n  ']",Unknown,"
    Endangered


    B1ab(iii)

    ",3,Lophuromys rahmi
74,74,nan,Louisea,Potamonautidae,Terrestrial; Freshwater,Cameroon; ,"
    Unknown.

    
  ","['\n    None in place, not found in a protected area.\n\n    \n  ']",Unknown,"
    Endangered


    B1ab(i,ii,iii,iv,v)

    ",1,Louisea edeaensis
75,75,nan,Lutilodix,Helicarionidae,,Norfolk Island; ,,,,"
    Endangered


    B1+2c

    ",1,Lutilodix imitratrix
76,76,"clarence river cod, eastern freshwater cod",Maccullochella,Percichthyidae,Freshwater,"Australia (New South Wales, Queensland - Possibly Extinct); ",,,,"
    Endangered


    A1acd

    ",1,Maccullochella ikei
77,77,trout cod,Maccullochella,Percichthyidae,,Australia; ,,,,"
    Endangered


    C2a

    ",1,Maccullochella macquariensis
78,78,nan,Macromia,Macromiidae,,Japan (Nansei-shoto); ,,,,"
    Endangered


    B1+2c

    ",1,Macromia kubokaiya
79,79,nan,Macroperipatus,Peripatidae,,Jamaica; ,,,,"
    Endangered


    B1+2c

    ",1,Macroperipatus insularis
80,80,"greater bigfooted mouse, longtailed bigfooted mouse",Macrotarsomys,Nesomyidae,Terrestrial,Madagascar; ,"
    This species is threatened by predation by feral cats and dogs (L. Dollar pers. comm.), loss of habitat to wildfires and selective logging.

    
  ","['\n    This species is present in the Ankarafantsika National Park. There is a need to manage the habitat of this species, undertake further studies of the species natural history and implement control measures for feral cats and dogs in the species range.\n\n    \n  ']",Decreasing,"
    Endangered


    B1ab(iii,v)

    ",1,Macrotarsomys ingens
81,81,"cyclades bluntnosed viper, milos viper",Macrovipera,Viperidae,Terrestrial,Greece; ,"
    It is threatened by illegal collection of animals, direct persecution when encountered, accidental mortality on roads and ongoing habitat loss through mining and quarrying concessions. Illegal collection, mortality and mining are still ongoing, but at a lower level than before as a result of regulation and conservation measures. Fires (caused by humans) and tourist development are also important threats. In the species' stronghold in western Milos there are tourist developments causing habitat loss and increased shortage of water.

    
  ","['\n    It is listed on Annex II of the Bern Convention and is protected by national legislation. The entire island of Polyaigos is protected and southern Milos is also protected by the European network of protected areas. The species has been monitored for many years. Snake tunnels have been constructed at four sites, and more are planned; studies have showed that these are an effective method to reduce road kills in this species. Agreements have been reached with the mining company to reduce road traffic, especially at night.\n\n    \n  ']",Stable,"
    Endangered


    B1ab(iii,v)

    ",1,Macrovipera schweizeri
82,82,"asian giant tortoise, asian tortoise, black giant tortoise, burmese brown tortoise, burmese mountain tortoise, sixlegged tortoise",Manouria,Testudinidae,,Bangladesh; India; Indonesia; Malaysia; Myanmar; Thailand; Viet Nam; ,,['\n    It is listed on CITES Appendix II.\n\n    \n  '],,"
    Endangered


    A1cd+2cd

    ",7,Manouria emys
83,83,nan,Mathewsoconcha,Helicarionidae,,Norfolk Island; ,,,,"
    Endangered


    B1+2c

    ",1,Mathewsoconcha belli
84,84,"mentawai archipelago maxomys, pagai spiny rat",Maxomys,Muridae,Terrestrial,Indonesia (Sumatera); ,"
    The major threat is forest loss due to logging.

    
  ","['\n    Part of Siberut is protected as the Siberut National Park, but it is not clear if this species is present in this reserve. There is an urgent need for improved habitat protection on the Mentawai Islands. Further survey work is needed to determine the population status of the species.\n\n    \n  ']",Decreasing,"
    Endangered


    B1ab(ii,iii)

    ",1,Maxomys pagensis
85,85,"wattss spiny rat, wattss sulawesi maxomys",Maxomys,Muridae,Terrestrial,Indonesia; ,"
    The major threat is likely to be habitat loss due to expanding agriculture and logging activities.

    
  ","['\n    The only known locality is apparently in a protected area (Morowali Nature Reserve), although it is possible that it also occurs outside this protected area.\n\n    \n  ']",Decreasing,"
    Endangered


    B1ab(ii,iii)

    ",1,Maxomys wattsi
86,86,alabama moccasinshell,Medionidus,Unionidae,,United States; ,,,,"
    Endangered


    A1ce+2ce

    ",1,Medionidus acutissimus
87,87,"oaxaca giant deer mouse, oaxacan giant deer mouse",Megadontomys,Cricetidae,Terrestrial,Mexico; ,"
    This species is threatened by habitat loss due to deforestation, primarily from timber extraction.

    
  ",['\n    This species is considered endangered by Mexican government (NOM-059-ECOL-2001).\n\n    \n  '],Decreasing,"
    Endangered


    B1ab(iii)

    ",1,Megadontomys cryophilus
88,88,nelsons giant deer mouse,Megadontomys,Cricetidae,Terrestrial,Mexico; ,"
    This species is severely threatened by habitat loss and fragmentation from deforestation for agriculture.

    
  ",['\n    This species is listed as threatened under Mexican law.\n\n    \n  '],Decreasing,"
    Endangered


    B1ab(iii)

    ",1,Megadontomys nelsoni
