Scientific Name, Nickname, Common Name, Kingdom, Phylum, Class, Order, Family, Genus, Size, Threats, Conservation, Threat Keywords, Conservation Keywords, tCount, cCount
Car-cara,Aniba rosaeodora,Aniba (Aniba rosaeodora),Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Aniba (1),Aniba (1),[],[] , , ,0,0
Plantae,Aniba pilosa,Aniba (Aniba pilosa),Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Aniba (1),,[],[] , , ,0,0
Plantae,Anisoptera laevis,Anisoptera (Anisoptera laevis),Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Anisoptera (1),,[],[] , , ,0,0
Plantae,Anisoptera marginata,Anisoptera (Anisoptera marginata),Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Anisoptera (1),,[],[] , , ,0,0
Plantae,Anisoptera grossivenia,Anisoptera (Anisoptera grossivenia),Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Anisoptera (1),,[],[] , , ,0,0
Plantae,Anisoptera costata,Anisoptera (Anisoptera costata),Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Anisoptera (1),,[],[] , , ,0,0
Lepilemur septentrionalis,Lepilemur ankaranensis,Ankarana sportive lemur (Lepilemur ankaranensis),Animalia,Chordata,Mammalia,Primates,Lepilemuridae,Lepilemur (1),Lepilemur (1),[],[] , , ,0,0
Annickia kummeriae; Enantia kummerae; Enantia kummeriae,Annickia kummerae,Annickia (Annickia kummerae),Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Annonaceae,Annickia (1),Annickia (1),[],[] , , ,0,0
Animalia,Anodonthyla hutchisoni,Anodonthyla (Anodonthyla hutchisoni),Animalia,Chordata,Amphibia,Anura,Microhylidae,Anodonthyla (1),,[],[] , , ,0,0
Plantae,Anogeissus bentii,Anogeissus (Anogeissus bentii),Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Anogeissus (1),,[],[] , , ,0,0
Norops amplisquamosus,Anolis amplisquamosus,Anolis (Anolis amplisquamosus),Animalia,Chordata,Reptilia,Squamata,Polychrotidae,Anolis (1),Anolis (1),[],[] , , ,0,0
Norops cusuco,Anolis cusuco,Anolis (Anolis cusuco),Animalia,Chordata,Reptilia,Squamata,Polychrotidae,Anolis (1),Anolis (1),[],[] , , ,0,0
Plantae,Gamochaeta antarctica,Antarctic cudweed (Gamochaeta antarctica),Plantae,Tracheophyta,Magnoliopsida,Asterales,Compositae,Gamochaeta (1),,[],[] , , ,0,0
Plantae,Anthodiscus montanus,Anthodiscus (Anthodiscus montanus),Plantae,Tracheophyta,Magnoliopsida,Theales,Caryocaraceae,Anthodiscus (1),,[],[] , , ,0,0
Plantae,Anthurium cutucuense,Anthurium (Anthurium cutucuense),Plantae,Tracheophyta,Liliopsida,Arales,Araceae,Anthurium (1),,[],[] , , ,0,0
Plantae,Anthurium bucayanum,Anthurium (Anthurium bucayanum),Plantae,Tracheophyta,Liliopsida,Arales,Araceae,Anthurium (1),,[],[] , , ,0,0
Animalia,Phylloscartes lanyoni,Antioquia bristle-tyrant (Phylloscartes lanyoni),Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Phylloscartes (1),,[],[] , , ,0,0
Animalia,Gastrotheca bufona,Antioquia marsupial frog (Gastrotheca bufona),Animalia,Chordata,Amphibia,Anura,Hemiphractidae,Gastrotheca (1),,[],[] , , ,0,0
Antirrhinum molle subspecies lopesianum,Antirrhinum lopesianum,Antirrhinum (Antirrhinum lopesianum),Plantae,Tracheophyta,Magnoliopsida,Scrophulariales,Scrophulariaceae,Antirrhinum (1),Antirrhinum (1),[],[] , , ,0,0
Plantae,Antirrhinum subbaeticum,Antirrhinum (Antirrhinum subbaeticum),Plantae,Tracheophyta,Magnoliopsida,Scrophulariales,Scrophulariaceae,Antirrhinum (1),,Centuries of human activities have degraded the habitat of <em>Antirrhinum subbaeticum</em> leaving it with a highly fragmented distribution (1) (5). It now occurs in only four sub-populations three of which have suffered drastic declines over the last few years and the estimated number of surviving individuals is now as low as 400 (6).\xa0,Due to its ability to self-<strong>fertilise </strong>and produce large amounts of seed fairly quickly <em>Antirrhinum subbaeticum</em> populations could recover if this species\xe2\x80\x99 habitat is protected. The creation of protected areas where this species occurs is therefore a conservation priority for <em>Antirrhinum subbaeticum</em> (1) (5).\xa0 , ,protected; ,0,1
armoured chameleon; stump tailed chameleon,Brookesia perarmata,Antsingy leaf chameleon (Brookesia perarmata),Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Brookesia (1),Length: up to 11cm (2),Chameleons are favoured as pets across the world due to their fascinating appearance and behaviour. Collection and trade has therefore taken its toll on many chameleon species but international trade in this species is now prohibited (9). However habitat degradation remains a threat even though the species is found within a national park. As this species depends on the presence of leaf litter for food shelter and laying its eggs and also on low shrubs and seedlings for roosting at night its survival is dependent on maintaining the existing vegetation structure within the Tsingy forests (5) (10).,The Antsingy leaf chameleon is listed on Appendix I of the Convention on International Trade of Endangered Species (CITES) and as such international trade of this species is illegal (3). Its survival is not immediately threatened in the wild although it is still justifiably a conservation priority because of its limited range and the continued degradation of its favoured habitats within the national park (1) (2) (10). ,pet; ,cites; ,1,1
Plantae,Aphanactis barclayae,Aphanactis (Aphanactis barclayae),Plantae,Tracheophyta,Magnoliopsida,Asterales,Compositae,Aphanactis (1),,[],[] , , ,0,0
Plantae,Aphelandra phaina,Aphelandra (Aphelandra phaina),Plantae,Tracheophyta,Magnoliopsida,Scrophulariales,Acanthaceae,Apheladra (1),,[],[] , , ,0,0
Plantae,Aphelandra guayasii,Aphelandra (Aphelandra guayasii),Plantae,Tracheophyta,Magnoliopsida,Scrophulariales,Acanthaceae,Aphelandra (1),,[],[] , , ,0,0
Plantae,Aphelandra cinnabarina,Aphelandra (Aphelandra cinnabarina),Plantae,Tracheophyta,Magnoliopsida,Scrophulariales,Acanthaceae,Aphelandra (1),,[],[] , , ,0,0
Plantae,Aphelandra loxensis,Aphelandra (Aphelandra loxensis),Plantae,Tracheophyta,Magnoliopsida,Scrophulariales,Acanthaceae,Aphelandra (1),,[],[] , , ,0,0
Plantae,Aphelandra azuayensis,Aphelandra (Aphelandra azuayensis),Plantae,Tracheophyta,Magnoliopsida,Scrophulariales,Acanthaceae,Aphelandra (1),,[],[] , , ,0,0
Plantae,Aphelandra galba,Aphelandra (Aphelandra galba),Plantae,Tracheophyta,Magnoliopsida,Scrophulariales,Acanthaceae,Aphelandra (1),,[],[] , , ,0,0
Animalia,Pelophryne api,Api dwarf toad (Pelophryne api),Animalia,Chordata,Amphibia,Anura,Bufonidae,Pelophryne (1),Snout-vent length: 21 mm (2),The Api dwarf toad appears to have an extremely restricted range meaning that even a relatively small-scale disturbance could have a devastating impact on its population. Furthermore the extent and quality of its habitat on Borneo is continuing to decline (1).,The Gunung Mulu National Park home to the only known population of the Api dwarf toad is a protected area and the most studied tropical karst area in the world. Nonetheless further survey work is needed to establish the size of the population in the park and to determine whether this species is present in any other limestone karst areas on Borneo (1). , ,protected; ,0,1
Apolinarâs marsh-wren,Cistothorus apolinari,Apolinarâs wren (Cistothorus apolinari),Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Cistothorus (1),Length: 12 cm (2),Apolinar\xe2\x80\x99s wren has a small population and this combined with its limited geographical range results in an inherent threat of extinction. Numbers of Apolinar\xe2\x80\x99s wren have indeed declined significantly in the last 50 to 70 years primarily due to a 95 percent loss in habitat (3). A significant cause of this habitat destruction is the burning of wetlands for agriculture mainly onion cultivation and cattle-farming. With agriculture also frequently comes the use of insecticides and other chemicals resulting in a reduction in this bird\xe2\x80\x99s insect prey and posing a toxic threat to the bird. In areas around the capital Bogot\xc3\xa1 remaining wetland habitats are at risk from human settlement and highway development and reed-harvesting and tourism also pose minor threats (1).,Apolinar\xe2\x80\x99s wren occurs in El Cocuy National Park Boyac\xc3\xa1 and in Sumap\xc3\xa1z National Park Cundinamarca which may offer protection against the threat of habitat loss (2). ,loss; ,captive breeding; ,1,1
Plantae,Aponogeton satarensis,Aponogeton (Aponogeton satarensis),Plantae,Tracheophyta,Liliopsida,Najadales,Aponogetonaceae,Aponogeton (1),,[],[] , , ,0,0
Animalia,Bombina pachypus,Appenine yellow-bellied toad (Bombina pachypus),Animalia,Chordata,Amphibia,Anura,Bombinatoridae,Bombina (1),,[],[] , , ,0,0
Hemitragus jayakari,Arabitragus jayakari,Arabian tahr (Arabitragus jayakari),Animalia,Chordata,Mammalia,Cetartiodactyla,Bovidae,Arabitragus (1),c. 23 kg (2),The Arabian tahr is currently extremely endangered as a result of intense grazing competition from livestock illegal hunting and habitat degradation through human development (5). Unfortunately the species\xe2\x80\x99 dependence upon visiting waterholes leaves it vulnerable to ambush by poachers (3). Human migrations to urban areas have increased in Oman in recent years resulting in domestic goats being left to become feral which now forage in areas that were once the realm of the tahr. Additionally several roads and buildings have been constructed near and within the tahr\xe2\x80\x99s range which are new potential sources of disturbance pollution and habitat fragmentation. In particular plans for mineral extraction in southern parts of the range could result in significant habitat loss (6). Tahr populations in UAE appear to be especially localised and possibly isolated. The concern is that isolation of sub-populations will lead to the diminished genetic variation associated with inbreeding which in turn results in increased susceptibility to disease and decreased fertility spelling disaster for the Arabian tahr in UAE (3).,In 1973 efforts were initiated to protect the Arabian tahr and in 1975 active protection was granted over a wide range of the eastern Hajar Mountains of Oman with local men recruited as rangers under the Office of the Advisor for Conservation of the Environment (6). Unfortunately this area still awaits to be awarded official status by a Royal Decree with an approved funded and implemented management plan (6) (7). However in 2009 Wadi Wurayah Fujairah home to the Arbaian tahr and other rare and endangered species was officially declared as the United Arab Emirates\xe2\x80\x99 first protected mountain area (8). ,loss;fragmentation;hunting;disease;pet;pollution; ,captive breeding;protected; ,6,2
Plantae,Arachnothryx fosbergii,Arachnothryx (Arachnothryx fosbergii),Plantae,Tracheophyta,Magnoliopsida,Rubiales,Rubiaceae,Arachnothryx (1),,[],[] , , ,0,0
Plantae,Polyscias mauritiana,Aralia (Polyscias mauritiana),Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Polyscias (1),,[],[] , , ,0,0
Lagartija Aranesa,Iberolacerta aranica,Aran rock lizard (Iberolacerta aranica),Animalia,Chordata,Reptilia,Squamata,Lacertidae,Iberolacerta (1),Snout-vent length: up to 6 cm (2),The rocky alpine habitat of the Aran rock lizard is currently threatened by overgrazing by cattle and may face further pressure in the future from the development of ski resorts and the associated building of roads and tracks (1). The IUCN who assessed the conservation status of this lizard also state the possible development of hydroelectric projects and mining as a future threat to this species (1). The low reproductive potential of the Aran rock lizard and its restricted distribution only act to enhance the devastating effects that such threats may have on the population (3).,The Aran rock lizard is listed on Appendix III of the Bern Convention a convention which aims to conserve wild flora and fauna and their natural habitats and to promote European co-operation in that field (4). Wild animal species on Appendix III are protected but can be exploited if regulated in accordance with the convention (4). It is yet to be seen whether this level of protection is sufficient to ensure the survival of this Endangered reptile. , ,protected; ,0,1
Plantae,Araucaria humboldtensis,Araucaria (Araucaria humboldtensis),Plantae,Tracheophyta,Coniferopsida,Coniferales,Araucariaceae,Araucaria (1),,[],[] , , ,0,0
Plantae,Ardisia glomerata,Ardisia (Ardisia glomerata),Plantae,Tracheophyta,Magnoliopsida,Primulales,Myrsinaceae,Ardisia (1),,[],[] , , ,0,0
Plantae,Ardisia microcalyx,Ardisia (Ardisia microcalyx),Plantae,Tracheophyta,Magnoliopsida,Primulales,Myrsinaceae,Ardisia (1),,[],[] , , ,0,0
Plantae,Ardisia dukei,Ardisia (Ardisia dukei),Plantae,Tracheophyta,Magnoliopsida,Primulales,Myrsinaceae,Ardisia (1),,[],[] , , ,0,0
Plantae,Areca concinna,Areca palm (Areca concinna),Plantae,Tracheophyta,Liliopsida,Arecales,Palmae,Areca (1),,[],[] , , ,0,0
Magarza de Lid; Magarza de Risco,Argyranthemum lidii,Argyranthemum (Argyranthemum lidii),Plantae,Tracheophyta,Magnoliopsida,Asterales,Compositae,Argyranthemum (1),Argyranthemum (1),[],[] , , ,0,0
Ditaxis argentea,Argythamnia argentea,Argythamnia (Argythamnia argentea),Plantae,Tracheophyta,Magnoliopsida,Euphotbiales,Euphorbiaceae,Argythamnia (1),Argythamnia (1),[],[] , , ,0,0
Campylaea phalerata,Arianta chamaeleon,Arianta (Arianta chamaeleon),Animalia,Mollusca,Gastropoda,Stylommatophora,Helicidae,Arianta (1),Arianta (1),[],[] , , ,0,0
